,EMP_ID,EMPName,certificate_name,certificate_status,skill_table,skill_proficiency,tech_stack
535,EMP_536,Reinhold Godby,"TensorFlow,GraphQL,Node.js,Node.js,PyTorch","Approved,Rejected,Rejected,Approved,Approved","TensorFlow,GraphQL,Node.js,Node.js,PyTorch","Intermediate,Intermediate,Intermediate,Advanced,Intermediate","Java,Ruby,Data Analysis,AWS,CSS,PostgreSQL,Continuous Integration,Agile Product Management,Google Cloud Platform,PHP,Azure,Network Security"
536,EMP_537,Luis Broader,"Spring Framework,Networking Abilities,Creativity and Innovation,Hibernate,Adaptability","Rejected,Approved,Rejected,Approved,Rejected","Spring Framework,Networking Abilities,Creativity and Innovation,Hibernate,Adaptability","Intermediate,Intermediate,Intermediate,Beginner,Beginner","Vue.js,.NET,CI/CD,Objective-C,Troubleshooting,User Research,Google Cloud Platform,Swift,Technical Writing,Objective-C,DevOps,Git"
537,EMP_538,Netti Olivia,"Kotlin,Git,Spring Framework,Oracle,Arduino","Approved,Rejected,Approved,Approved,Rejected","Kotlin,Git,Spring Framework,Oracle,Arduino","Intermediate,Advanced,Beginner,Beginner,Intermediate","Cybersecurity,GraphQL,Java,Prototyping,Node.js,Data Science,Leadership,UI/UX Design,User Stories,Kubernetes,Information Security,Network Security"
538,EMP_539,Marcelline Ferneyhough,"Problem-Solving Skills,SQL,Kubernetes,SQL,Natural Language Processing (NLP)","Approved,Rejected,Rejected,Approved,Rejected","Problem-Solving Skills,SQL,Kubernetes,SQL,Natural Language Processing (NLP)","Beginner,Advanced,Beginner,Advanced,Intermediate","CI/CD,Accessibility,Machine Learning,Wireframing,User Research,Prototyping,Python,Vue.js,Information Security,Accessibility,Containerization,Swift"
539,EMP_540,Kathi Braybrookes,"Communication Skills,Firebase,Research Skills,Adobe XD,Decision-Making Skills","Rejected,Approved,Approved,Rejected,Rejected","Communication Skills,Firebase,Research Skills,Adobe XD,Decision-Making Skills","Intermediate,Beginner,Intermediate,Intermediate,Advanced","Network Security,User Stories,GraphQL,User Research,Information Security,Scrum,Java,Product Management,MySQL,Documentation,MySQL,CSS"
540,EMP_541,Emmye Pagon,"Selenium,JIRA,Git,PostgreSQL,Attention to Detail","Rejected,Rejected,Approved,Approved,Approved","Selenium,JIRA,Git,PostgreSQL,Attention to Detail","Advanced,Intermediate,Beginner,Advanced,Beginner","NoSQL,Swift,Agile Methodologies,Penetration Testing,Cybersecurity,Technical Writing,Machine Learning,Java,Swift,Behavior-Driven Development,Docker,Penetration Testing"
541,EMP_542,Rosa Ullett,"Adobe XD,MySQL,Attention to Detail,Adobe XD,Attention to Detail","Rejected,Rejected,Approved,Rejected,Approved","Adobe XD,MySQL,Attention to Detail,Adobe XD,Attention to Detail","Beginner,Advanced,Advanced,Beginner,Intermediate","GraphQL,PHP,Scrum,Responsive Design,Test-Driven Development,User Research,Machine Learning,Java,User Stories,Behavior-Driven Development,Java,C#"
542,EMP_543,Read Allkins,"Selenium,SQL,Decision-Making Skills,Natural Language Processing (NLP),Technical Proficiency (specific to the employee's field)","Approved,Approved,Approved,Approved,Approved","Selenium,SQL,Decision-Making Skills,Natural Language Processing (NLP),Technical Proficiency (specific to the employee's field)","Intermediate,Beginner,Intermediate,Advanced,Advanced","Django,MySQL,SQL,Cybersecurity,Ruby,Collaboration,Product Management,Java,Agile Methodologies,Microservices,Java,Network Security"
543,EMP_544,Constantine Ricardet,"UI/UX Design Principles,Selenium,Technical Proficiency (specific to the employee's field),Raspberry Pi,Python","Approved,Approved,Approved,Rejected,Approved","UI/UX Design Principles,Selenium,Technical Proficiency (specific to the employee's field),Raspberry Pi,Python","Intermediate,Advanced,Advanced,Intermediate,Intermediate","Scrum,Java,Kotlin,AWS,Interaction Design,User Stories,PostgreSQL,Responsive Design,RESTful API,Git,Statistical Analysis,Objective-C"
544,EMP_545,Cherin Stonard,"Python,Attention to Detail,Analytical Skills,Java,Analytical Skills","Approved,Approved,Approved,Rejected,Rejected","Python,Attention to Detail,Analytical Skills,Java,Analytical Skills","Advanced,Advanced,Beginner,Beginner,Advanced","CSS,Flask,MySQL,JavaScript,Machine Learning,Data Analysis,Vue.js,Google Cloud Platform,Business Analysis,Microservices,Network Security,JavaScript"
545,EMP_546,Aliza Tschersich,"Django,Python,Adaptability,Computer Vision,Big Data Technologies (Hadoop","Rejected,Rejected,Approved,Approved,Rejected","Django,Python,Adaptability,Computer Vision,Big Data Technologies (Hadoop","Intermediate,Beginner,Intermediate,Intermediate,Intermediate","Objective-C,MongoDB,User Research,Google Cloud Platform,Data Science,Agile Methodologies,Swift,Leadership,Documentation,C#,Swift,.NET"
546,EMP_547,Michele Ragsdall,"Leadership Abilities,Docker,Android Studio,Android Studio,Hibernate","Rejected,Rejected,Approved,Rejected,Approved","Leadership Abilities,Docker,Android Studio,Android Studio,Hibernate","Beginner,Beginner,Advanced,Intermediate,Beginner","HTML,Azure,Kubernetes,Cybersecurity,Problem Solving,UI/UX Design,Statistical Analysis,Leadership,Data Science,Prototyping,PostgreSQL,Kubernetes"
547,EMP_548,Loleta Siss,"Project Management Skills,Django,Angular,AWS,RESTful APIs","Approved,Rejected,Approved,Rejected,Approved","Project Management Skills,Django,Angular,AWS,RESTful APIs","Beginner,Advanced,Advanced,Advanced,Beginner","Agile Product Management,Flask,Documentation,MongoDB,Test-Driven Development,User Research,Ruby,Cybersecurity,Kubernetes,Flask,Business Analysis,MySQL"
548,EMP_549,Angele Winkell,"GraphQL,Natural Language Processing (NLP),Kubernetes,PostgreSQL,JavaScript","Rejected,Rejected,Approved,Rejected,Rejected","GraphQL,Natural Language Processing (NLP),Kubernetes,PostgreSQL,JavaScript","Intermediate,Beginner,Beginner,Advanced,Advanced","Data Science,Documentation,Python,Python,React,.NET,Django,Statistical Analysis,Vue.js,React,RESTful API,Troubleshooting"
549,EMP_550,Rudie Iddon,"Networking Abilities,Scikit-learn,Adaptability,Docker,TensorFlow","Approved,Rejected,Rejected,Approved,Approved","Networking Abilities,Scikit-learn,Adaptability,Docker,TensorFlow","Beginner,Beginner,Advanced,Intermediate,Advanced","Cryptography,User Research,Python,Ruby,Requirements Analysis,Machine Learning,Angular,Penetration Testing,CSS,Leadership,Test-Driven Development,Machine Learning"
550,EMP_551,Harcourt Matteini,"HTML/CSS,Android Studio,Analytical Skills,Research Skills,Teamwork and Collaboration","Approved,Rejected,Rejected,Approved,Rejected","HTML/CSS,Android Studio,Analytical Skills,Research Skills,Teamwork and Collaboration","Beginner,Beginner,Intermediate,Intermediate,Beginner","Google Cloud Platform,Data Visualization,PHP,CI/CD,CSS,Support,MongoDB,Data Visualization,Technical Writing,Business Analysis,Responsive Design,Support"
551,EMP_552,Rosalinda Alloway,"GraphQL,Express.js,Oracle,Creativity and Innovation,Communication Skills","Rejected,Rejected,Approved,Rejected,Approved","GraphQL,Express.js,Oracle,Creativity and Innovation,Communication Skills","Advanced,Intermediate,Advanced,Beginner,Intermediate","GraphQL,User Stories,Leadership,Cybersecurity,Django,Agile Product Management,Network Security,Git,Communication,Problem Solving,PostgreSQL,Django"
552,EMP_553,Reina Duffie,"Teamwork and Collaboration,Java,PyTorch,Creativity and Innovation,IoT Development","Approved,Approved,Rejected,Approved,Rejected","Teamwork and Collaboration,Java,PyTorch,Creativity and Innovation,IoT Development","Advanced,Beginner,Advanced,Advanced,Intermediate","Prototyping,.NET,Agile Methodologies,Business Analysis,Swift,Node.js,Artificial Intelligence,User Research,Communication,React,Ruby,Interaction Design"
553,EMP_554,Vilhelmina Iveson,"Decision-Making Skills,Azure,Flask,Creativity and Innovation,Big Data Technologies (Hadoop","Approved,Rejected,Rejected,Approved,Rejected","Decision-Making Skills,Azure,Flask,Creativity and Innovation,Big Data Technologies (Hadoop","Intermediate,Intermediate,Beginner,Advanced,Intermediate","Communication,Agile Product Management,PostgreSQL,Cryptography,Docker,Scrum,Cybersecurity,PHP,Accessibility,Flask,Docker,Agile Product Management"
554,EMP_555,Elfreda Stiggles,"Leadership Abilities,Spark),Spring Framework,Git,Kubernetes","Approved,Approved,Rejected,Rejected,Rejected","Leadership Abilities,Spark),Spring Framework,Git,Kubernetes","Intermediate,Beginner,Beginner,Beginner,Intermediate","SQL,Collaboration,Product Management,Technical Writing,MongoDB,Ruby,Swift,Docker,React,.NET,Penetration Testing,Microservices"
555,EMP_556,Winni Halgarth,"Django,Android Studio,Arduino,Xcode,Time Management","Rejected,Approved,Rejected,Rejected,Approved","Django,Android Studio,Arduino,Xcode,Time Management","Beginner,Intermediate,Beginner,Beginner,Advanced","Machine Learning,Django,User Research,Agile Methodologies,Node.js,Azure,Statistical Analysis,User Research,Troubleshooting,Communication,Node.js,Agile Methodologies"
556,EMP_557,Orelia Heaney`,"Technical Proficiency (specific to the employee's field),Project Management Skills,Docker,Analytical Skills,Docker","Rejected,Rejected,Rejected,Approved,Rejected","Technical Proficiency (specific to the employee's field),Project Management Skills,Docker,Analytical Skills,Docker","Advanced,Beginner,Advanced,Intermediate,Beginner","Scrum,Flask,SQL,Troubleshooting,Support,Microservices,Requirements Analysis,Swift,PHP,Containerization,Kubernetes,Accessibility"
557,EMP_558,Trenton Bugler,"Communication Skills,Oracle,React.js,Time Management,Adaptability","Rejected,Approved,Rejected,Approved,Rejected","Communication Skills,Oracle,React.js,Time Management,Adaptability","Beginner,Intermediate,Intermediate,Beginner,Intermediate","Responsive Design,Azure,Angular,Problem Solving,Behavior-Driven Development,Agile Methodologies,Problem Solving,Data Visualization,Docker,GraphQL,Business Analysis,Collaboration"
558,EMP_559,Kingsley Croisdall,"Hibernate,React.js,Angular,Natural Language Processing (NLP),Scikit-learn","Rejected,Rejected,Rejected,Rejected,Approved","Hibernate,React.js,Angular,Natural Language Processing (NLP),Scikit-learn","Beginner,Advanced,Beginner,Beginner,Intermediate","User Stories,Python,Test-Driven Development,Behavior-Driven Development,Leadership,Containerization,Node.js,Scrum,User Stories,Data Science,GraphQL,UI/UX Design"
559,EMP_560,Locke Maypother,"Selenium,Raspberry Pi,TensorFlow,SQL,Technical Proficiency (specific to the employee's field)","Rejected,Rejected,Approved,Rejected,Rejected","Selenium,Raspberry Pi,TensorFlow,SQL,Technical Proficiency (specific to the employee's field)","Intermediate,Advanced,Beginner,Intermediate,Beginner","Data Science,Data Analysis,Test-Driven Development,Google Cloud Platform,Data Science,Support,RESTful API,NoSQL,Prototyping,C#,Kotlin,Prototyping"
560,EMP_561,Milt Tourmell,"Scikit-learn,Express.js,Customer Service Skills,Time Management,Git","Approved,Approved,Rejected,Rejected,Rejected","Scikit-learn,Express.js,Customer Service Skills,Time Management,Git","Beginner,Intermediate,Intermediate,Advanced,Advanced","React,Agile Product Management,Docker,Node.js,JavaScript,DevOps,Interaction Design,Angular,PHP,Google Cloud Platform,Artificial Intelligence,Behavior-Driven Development"
561,EMP_562,Zack Salvador,"Kotlin,Communication Skills,Figma,RESTful APIs,Blockchain Development (Solidity","Rejected,Rejected,Rejected,Rejected,Approved","Kotlin,Communication Skills,Figma,RESTful APIs,Blockchain Development (Solidity","Intermediate,Intermediate,Beginner,Beginner,Intermediate","Accessibility,Containerization,Business Analysis,Flask,CSS,.NET,Agile Product Management,Business Analysis,Cryptography,Containerization,Swift,React"
562,EMP_563,Godwin Walpole,"Angular,Django,HTML/CSS,Kubernetes,MongoDB","Rejected,Approved,Rejected,Approved,Approved","Angular,Django,HTML/CSS,Kubernetes,MongoDB","Intermediate,Intermediate,Advanced,Intermediate,Advanced","Data Analysis,UI/UX Design,GraphQL,Node.js,Agile Methodologies,Kotlin,Cybersecurity,Technical Writing,C#,Collaboration,Problem Solving,Interaction Design"
563,EMP_564,Sigismondo Merigot,"Attention to Detail,Docker,Computer Vision,Technical Proficiency (specific to the employee's field),Decision-Making Skills","Rejected,Rejected,Rejected,Rejected,Approved","Attention to Detail,Docker,Computer Vision,Technical Proficiency (specific to the employee's field),Decision-Making Skills","Beginner,Beginner,Beginner,Advanced,Intermediate","GraphQL,Kotlin,Prototyping,Azure,UI/UX Design,PostgreSQL,SQL,Agile Methodologies,.NET,Azure,RESTful API,Interaction Design"
564,EMP_565,Lenee Viegas,"Python,Creativity and Innovation,Hibernate,Python,Firebase","Rejected,Approved,Rejected,Rejected,Approved","Python,Creativity and Innovation,Hibernate,Python,Firebase","Intermediate,Beginner,Advanced,Beginner,Advanced","Continuous Deployment,JavaScript,Agile Methodologies,Azure,Artificial Intelligence,Objective-C,Flask,Problem Solving,Microservices,AWS,C#,MySQL"
565,EMP_566,Sibylle Rauprich,"Decision-Making Skills,Java,Jenkins,Research Skills,PyTorch","Rejected,Approved,Rejected,Approved,Rejected","Decision-Making Skills,Java,Jenkins,Research Skills,PyTorch","Advanced,Beginner,Advanced,Intermediate,Intermediate","Product Management,Google Cloud Platform,Communication,Node.js,GraphQL,Technical Writing,AWS,Accessibility,Agile Product Management,Machine Learning,Wireframing,C#"
566,EMP_567,Marty Yon,"Django,React.js,Spring Framework,Oracle,TensorFlow","Approved,Rejected,Approved,Rejected,Rejected","Django,React.js,Spring Framework,Oracle,TensorFlow","Advanced,Intermediate,Intermediate,Advanced,Beginner","RESTful API,C#,Django,Documentation,Requirements Analysis,Google Cloud Platform,Responsive Design,Continuous Integration,DevOps,CSS,Behavior-Driven Development,User Research"
567,EMP_568,Norton Endicott,"HTML/CSS,Xcode,AWS,Creativity and Innovation,Node.js","Rejected,Approved,Rejected,Approved,Approved","HTML/CSS,Xcode,AWS,Creativity and Innovation,Node.js","Advanced,Beginner,Intermediate,Advanced,Advanced","Communication,HTML,Test-Driven Development,Leadership,HTML,Objective-C,Scrum,Network Security,Angular,Data Analysis,SQL,Agile Methodologies"
568,EMP_569,Harmonia Hawk,"JIRA,Kubernetes,Git,Blockchain Development (Solidity,Selenium","Rejected,Approved,Rejected,Rejected,Rejected","JIRA,Kubernetes,Git,Blockchain Development (Solidity,Selenium","Intermediate,Beginner,Intermediate,Intermediate,Beginner","CSS,Ruby,Java,Data Science,NoSQL,Microservices,Python,Business Analysis,GraphQL,SQL,PostgreSQL,Containerization"
569,EMP_570,Merrel Andriolli,"Creativity and Innovation,Docker,Decision-Making Skills,Decision-Making Skills,Blockchain Development (Solidity","Approved,Approved,Rejected,Rejected,Approved","Creativity and Innovation,Docker,Decision-Making Skills,Decision-Making Skills,Blockchain Development (Solidity","Advanced,Beginner,Advanced,Advanced,Intermediate","Business Analysis,Google Cloud Platform,Containerization,Data Analysis,DevOps,Data Science,Microservices,Cryptography,Test-Driven Development,PHP,Technical Writing,Google Cloud Platform"
570,EMP_571,Reider Burel,"Technical Proficiency (specific to the employee's field),Creativity and Innovation,Decision-Making Skills,Python,Firebase","Approved,Rejected,Rejected,Rejected,Approved","Technical Proficiency (specific to the employee's field),Creativity and Innovation,Decision-Making Skills,Python,Firebase","Advanced,Beginner,Intermediate,Beginner,Intermediate","Containerization,Angular,Statistical Analysis,Microservices,Problem Solving,Product Management,Communication,Test-Driven Development,Continuous Deployment,Behavior-Driven Development,Information Security,PostgreSQL"
571,EMP_572,Becki Deakin,"Django,Express.js,Decision-Making Skills,Android Studio,Research Skills","Rejected,Approved,Rejected,Rejected,Rejected","Django,Express.js,Decision-Making Skills,Android Studio,Research Skills","Intermediate,Intermediate,Advanced,Advanced,Advanced","Network Security,Git,Cryptography,Docker,Statistical Analysis,Kotlin,SQL,Kotlin,Microservices,React,Java,Behavior-Driven Development"
572,EMP_573,Evangelina Diffley,"Customer Service Skills,Ethereum),MongoDB,Google Cloud Platform,Leadership Abilities","Approved,Rejected,Approved,Rejected,Rejected","Customer Service Skills,Ethereum),MongoDB,Google Cloud Platform,Leadership Abilities","Intermediate,Advanced,Intermediate,Advanced,Advanced","RESTful API,AWS,Kotlin,User Stories,Troubleshooting,Scrum,Penetration Testing,AWS,Objective-C,React,Java,Penetration Testing"
573,EMP_574,Mirabel Alliberton,"Natural Language Processing (NLP),Research Skills,Research Skills,Attention to Detail,Raspberry Pi","Approved,Rejected,Rejected,Rejected,Approved","Natural Language Processing (NLP),Research Skills,Research Skills,Attention to Detail,Raspberry Pi","Intermediate,Advanced,Beginner,Intermediate,Intermediate","Statistical Analysis,Data Visualization,Cybersecurity,Objective-C,Test-Driven Development,Leadership,Cybersecurity,Test-Driven Development,Swift,Documentation,MySQL,Artificial Intelligence"
574,EMP_575,Gaby Greson,"Django,Problem-Solving Skills,Express.js,Teamwork and Collaboration,Arduino","Rejected,Approved,Rejected,Rejected,Rejected","Django,Problem-Solving Skills,Express.js,Teamwork and Collaboration,Arduino","Advanced,Intermediate,Advanced,Intermediate,Advanced","Troubleshooting,Statistical Analysis,Ruby,Requirements Analysis,Technical Writing,Data Analysis,MySQL,AWS,Django,Agile Product Management,Objective-C,C#"
575,EMP_576,Pyotr Tokley,"Research Skills,Computer Vision,Figma,Attention to Detail,Angular","Rejected,Rejected,Approved,Approved,Approved","Research Skills,Computer Vision,Figma,Attention to Detail,Angular","Advanced,Advanced,Beginner,Intermediate,Beginner","HTML,CI/CD,User Research,Git,DevOps,Network Security,Technical Writing,Cryptography,Cybersecurity,Kubernetes,UI/UX Design,Test-Driven Development"
576,EMP_577,Filmer Meffan,"Project Management Skills,Time Management,Raspberry Pi,PostgreSQL,Teamwork and Collaboration","Rejected,Approved,Rejected,Approved,Approved","Project Management Skills,Time Management,Raspberry Pi,PostgreSQL,Teamwork and Collaboration","Beginner,Intermediate,Advanced,Beginner,Advanced","Angular,Accessibility,User Research,Agile Product Management,Data Science,Requirements Analysis,Responsive Design,Kubernetes,UI/UX Design,Data Analysis,CI/CD,Google Cloud Platform"
577,EMP_578,Donnell Annakin,"SQL,Scikit-learn,Project Management Skills,Oracle,Angular","Approved,Rejected,Approved,Rejected,Rejected","SQL,Scikit-learn,Project Management Skills,Oracle,Angular","Intermediate,Beginner,Beginner,Intermediate,Beginner","Information Security,HTML,PostgreSQL,PHP,Wireframing,MongoDB,Agile Product Management,CI/CD,Kotlin,UI/UX Design,Docker,GraphQL"
578,EMP_579,Estele Aimable,"Natural Language Processing (NLP),MySQL,Analytical Skills,Git,Google Cloud Platform","Rejected,Rejected,Rejected,Rejected,Approved","Natural Language Processing (NLP),MySQL,Analytical Skills,Git,Google Cloud Platform","Advanced,Intermediate,Advanced,Intermediate,Advanced","Data Science,Django,Scrum,UI/UX Design,Python,Test-Driven Development,Statistical Analysis,Interaction Design,UI/UX Design,Objective-C,C#,Network Security"
579,EMP_580,Sidonia McComas,"Customer Service Skills,PostgreSQL,Jenkins,Ethereum),MongoDB","Rejected,Rejected,Rejected,Rejected,Approved","Customer Service Skills,PostgreSQL,Jenkins,Ethereum),MongoDB","Advanced,Beginner,Advanced,Advanced,Intermediate","Kotlin,Leadership,Prototyping,Agile Product Management,.NET,Data Visualization,Kubernetes,Wireframing,PostgreSQL,React,Product Management,Data Visualization"
580,EMP_581,Grady Best,"PostgreSQL,Technical Proficiency (specific to the employee's field),Spring Framework,Jenkins,Research Skills","Rejected,Rejected,Rejected,Approved,Approved","PostgreSQL,Technical Proficiency (specific to the employee's field),Spring Framework,Jenkins,Research Skills","Advanced,Beginner,Intermediate,Intermediate,Advanced","Ruby,Technical Writing,Accessibility,Machine Learning,Network Security,.NET,Leadership,SQL,Support,Artificial Intelligence,Vue.js,Continuous Deployment"
581,EMP_582,Tanhya Kale,"Python,SQL,HTML/CSS,Firebase,Firebase","Rejected,Approved,Rejected,Approved,Rejected","Python,SQL,HTML/CSS,Firebase,Firebase","Beginner,Advanced,Beginner,Beginner,Intermediate","Node.js,React,CI/CD,Troubleshooting,Responsive Design,Communication,C#,Node.js,Responsive Design,Machine Learning,Behavior-Driven Development,Accessibility"
582,EMP_583,Katharyn Gladhill,"Leadership Abilities,Jenkins,PyTorch,Kotlin,Git","Rejected,Approved,Approved,Approved,Rejected","Leadership Abilities,Jenkins,PyTorch,Kotlin,Git","Advanced,Beginner,Intermediate,Advanced,Advanced","Continuous Deployment,React,Support,CSS,Information Security,Django,GraphQL,Cryptography,Data Visualization,Objective-C,Network Security,Leadership"
583,EMP_584,Karolina Boocock,"Jenkins,Technical Proficiency (specific to the employee's field),JavaScript,Networking Abilities,Big Data Technologies (Hadoop","Approved,Approved,Rejected,Rejected,Approved","Jenkins,Technical Proficiency (specific to the employee's field),JavaScript,Networking Abilities,Big Data Technologies (Hadoop","Beginner,Advanced,Advanced,Beginner,Intermediate","DevOps,GraphQL,Behavior-Driven Development,Behavior-Driven Development,RESTful API,MySQL,Problem Solving,Prototyping,Agile Product Management,Network Security,Accessibility,Data Analysis"
584,EMP_585,Christoper Gaspar,"Kubernetes,Problem-Solving Skills,PostgreSQL,Git,Swift","Rejected,Approved,Rejected,Approved,Approved","Kubernetes,Problem-Solving Skills,PostgreSQL,Git,Swift","Intermediate,Advanced,Advanced,Advanced,Intermediate","Information Security,Google Cloud Platform,UI/UX Design,HTML,SQL,CSS,Cybersecurity,Java,Flask,Kotlin,NoSQL,React"
585,EMP_586,Sherye Readshaw,"Git,Express.js,Teamwork and Collaboration,Angular,Raspberry Pi","Approved,Approved,Approved,Approved,Rejected","Git,Express.js,Teamwork and Collaboration,Angular,Raspberry Pi","Advanced,Beginner,Advanced,Beginner,Intermediate","Statistical Analysis,Prototyping,Responsive Design,Documentation,Wireframing,Support,Node.js,Data Science,GraphQL,Angular,NoSQL,HTML"
586,EMP_587,Hernando Dowling,"Problem-Solving Skills,Blockchain Development (Solidity,Oracle,Selenium,Spring Framework","Approved,Rejected,Approved,Rejected,Approved","Problem-Solving Skills,Blockchain Development (Solidity,Oracle,Selenium,Spring Framework","Intermediate,Beginner,Advanced,Advanced,Advanced","Django,SQL,Kotlin,Leadership,NoSQL,Machine Learning,Java,MySQL,Data Analysis,Collaboration,Network Security,Flask"
587,EMP_588,Griffith Gilluley,"TensorFlow,Azure,Teamwork and Collaboration,GraphQL,Firebase","Rejected,Rejected,Approved,Rejected,Approved","TensorFlow,Azure,Teamwork and Collaboration,GraphQL,Firebase","Intermediate,Beginner,Intermediate,Intermediate,Advanced","SQL,Microservices,Cryptography,Artificial Intelligence,PostgreSQL,Agile Methodologies,PHP,CI/CD,.NET,Prototyping,MySQL,Python"
588,EMP_589,Bernetta Bellenger,"Express.js,Hibernate,MySQL,Spark),Decision-Making Skills","Approved,Rejected,Approved,Approved,Rejected","Express.js,Hibernate,MySQL,Spark),Decision-Making Skills","Intermediate,Beginner,Intermediate,Intermediate,Advanced","Flask,JavaScript,Machine Learning,Leadership,Django,Cryptography,Responsive Design,Statistical Analysis,User Stories,Wireframing,CSS,Problem Solving"
589,EMP_590,Linnell Beveredge,"Customer Service Skills,Jenkins,Arduino,Node.js,Google Cloud Platform","Rejected,Approved,Approved,Approved,Rejected","Customer Service Skills,Jenkins,Arduino,Node.js,Google Cloud Platform","Beginner,Advanced,Beginner,Advanced,Intermediate","Flask,Google Cloud Platform,Leadership,Support,Penetration Testing,Leadership,Wireframing,Objective-C,Data Science,Data Analysis,Azure,Business Analysis"
590,EMP_591,Giffie Pedrozzi,"Oracle,Analytical Skills,JavaScript,React.js,Xcode","Rejected,Approved,Rejected,Rejected,Approved","Oracle,Analytical Skills,JavaScript,React.js,Xcode","Advanced,Intermediate,Intermediate,Advanced,Intermediate","DevOps,Information Security,Documentation,Django,Artificial Intelligence,Interaction Design,DevOps,Swift,Support,Machine Learning,RESTful API,Collaboration"
591,EMP_592,Redd Redhills,"Python,Adaptability,Natural Language Processing (NLP),Android Studio,Research Skills","Approved,Rejected,Rejected,Approved,Rejected","Python,Adaptability,Natural Language Processing (NLP),Android Studio,Research Skills","Advanced,Beginner,Advanced,Advanced,Beginner","Containerization,Data Visualization,Communication,Cryptography,User Research,C#,Data Visualization,AWS,Leadership,Machine Learning,Wireframing,Git"
592,EMP_593,Dunc Bembridge,"Hibernate,JavaScript,Natural Language Processing (NLP),Networking Abilities,Arduino","Rejected,Rejected,Rejected,Rejected,Approved","Hibernate,JavaScript,Natural Language Processing (NLP),Networking Abilities,Arduino","Advanced,Beginner,Advanced,Intermediate,Beginner","Penetration Testing,Continuous Integration,Objective-C,Python,Ruby,Django,CI/CD,PHP,Objective-C,Collaboration,Data Science,Penetration Testing"
593,EMP_594,Theodore Joll,"Adobe XD,MongoDB,Problem-Solving Skills,Time Management,Jenkins","Approved,Approved,Approved,Rejected,Rejected","Adobe XD,MongoDB,Problem-Solving Skills,Time Management,Jenkins","Intermediate,Beginner,Advanced,Advanced,Beginner","Behavior-Driven Development,HTML,Google Cloud Platform,DevOps,Cybersecurity,Business Analysis,User Research,Wireframing,PHP,Data Visualization,Behavior-Driven Development,Data Science"
594,EMP_595,Carla Silly,"TensorFlow,Java,Jenkins,Adobe XD,Problem-Solving Skills","Rejected,Rejected,Approved,Rejected,Approved","TensorFlow,Java,Jenkins,Adobe XD,Problem-Solving Skills","Intermediate,Intermediate,Beginner,Intermediate,Advanced","PHP,CI/CD,Agile Product Management,C#,CI/CD,Collaboration,RESTful API,Product Management,Troubleshooting,Statistical Analysis,HTML,Django"
595,EMP_596,Fairleigh Commins,"Angular,Selenium,Xcode,Firebase,Problem-Solving Skills","Approved,Approved,Rejected,Rejected,Approved","Angular,Selenium,Xcode,Firebase,Problem-Solving Skills","Intermediate,Intermediate,Advanced,Beginner,Beginner","Technical Writing,HTML,Product Management,Continuous Deployment,Troubleshooting,Documentation,Accessibility,Kotlin,User Stories,Problem Solving,Troubleshooting,Leadership"
596,EMP_597,Cheston Le Prevost,"Analytical Skills,Adobe XD,Analytical Skills,Oracle,Flask","Approved,Approved,Approved,Rejected,Approved","Analytical Skills,Adobe XD,Analytical Skills,Oracle,Flask","Beginner,Beginner,Advanced,Intermediate,Beginner","User Stories,User Research,Artificial Intelligence,UI/UX Design,Data Visualization,Data Science,Product Management,Accessibility,Containerization,Statistical Analysis,PHP,Java"
597,EMP_598,Nehemiah Owbridge,"Adobe XD,Jenkins,Project Management Skills,PostgreSQL,Adaptability","Approved,Rejected,Rejected,Rejected,Approved","Adobe XD,Jenkins,Project Management Skills,PostgreSQL,Adaptability","Beginner,Beginner,Advanced,Beginner,Intermediate","Continuous Integration,JavaScript,Ruby,Agile Methodologies,React,GraphQL,Git,RESTful API,Behavior-Driven Development,Troubleshooting,Artificial Intelligence,Cybersecurity"
598,EMP_599,Stacia De Cleen,"AWS,Problem-Solving Skills,Oracle,TensorFlow,JIRA","Approved,Approved,Rejected,Rejected,Approved","AWS,Problem-Solving Skills,Oracle,TensorFlow,JIRA","Intermediate,Beginner,Advanced,Advanced,Intermediate","Docker,Agile Product Management,Prototyping,Containerization,Prototyping,Data Analysis,Technical Writing,Artificial Intelligence,SQL,AWS,Problem Solving,React"
599,EMP_600,Estrella Gerler,"Firebase,AWS,RESTful APIs,Ethereum),Docker","Approved,Rejected,Rejected,Approved,Rejected","Firebase,AWS,RESTful APIs,Ethereum),Docker","Beginner,Intermediate,Intermediate,Intermediate,Intermediate","SQL,Containerization,Data Analysis,Collaboration,Agile Methodologies,Ruby,Flask,Business Analysis,Penetration Testing,.NET,Cybersecurity,Collaboration"
600,EMP_601,Joli Dally,"MySQL,Time Management,Flask,PyTorch,MongoDB","Approved,Approved,Approved,Approved,Approved","MySQL,Time Management,Flask,PyTorch,MongoDB","Advanced,Intermediate,Beginner,Beginner,Advanced","SQL,Statistical Analysis,Wireframing,Information Security,Azure,Problem Solving,Requirements Analysis,Problem Solving,Django,Data Science,Network Security,MySQL"
